CNPJ;Ano;GN;Lead ou Prospecção Pura;Produto;CNPJ;Fantasia;Quantidade de CNPs;FATURAMENTO PRESUMIDO ANUAL;%;Representatividade 12º Mês;Expectativa de Cartões Ativos 12º Mês;Quantidade SOL;Segmento2;Segmento;Taxa a Vista%;Taxa CDC%;Concorrente;Cidade;UF;Data Último Contato;Status Negociação;Status da Oportunidade;URL Enviado?;Data Implantação;Data Abertura GP;Nº GP Mkt;Comentários
4,33E+13;2025;Felipe;Prospecção Pura;Personalizado;7,04E+12;Zomper Supermercado;1;;;;;;Supermercado;Supermercado;;;DM Card;Nova Odessa;SP;16/09/2025;Qualificação;;;;;;
6,63E+13;2025;Felipe;Prospecção Pura;Personalizado;4,33E+13;Supermercados São Vicente;31;;;;;;Supermercado;Supermercado;;;Operação própria;Belo Horizonte;SP;16/09/2025;Qualificação;;;;;;
4,60E+13;2025;Felipe;Prospecção Pura;Personalizado;6,63E+13;Supermercados Verdemar;7;;;;;;Supermercado;Supermercado;;;Sem operação;Campinas;MG;16/09/2025;Qualificação;;;;;;
6,27E+13;2025;Felipe;Prospecção Pura;Personalizado;4,60E+13;HIGA ATACADO;12;;;;;;Supermercado;Supermercado;;;DM Card;Sao Paulo;SP;16/09/2025;Qualificação;;;;;;
4,96E+13;2025;Felipe;Prospecção Pura;Personalizado;6,27E+13;SUPERMERCADO BOA SORTE;9;;;;;;Supermercado;Supermercado;;;Senff;Valinhos;SP;16/09/2025;Qualificação;;;;;;
9,94E+12;2025;Felipe;Prospecção Pura;Personalizado;4,96E+13;SUPERMERCADO DOURADO;5;;;;;;Supermercado;Supermercado;;;Senff;Sao Paulo;SP;16/09/2025;Qualificação;;;;;;
7,42E+13;2025;Felipe;Prospecção Pura;Personalizado;9,94E+12;SUPERMERCADO KATUCHA;9;;;;;;Supermercado;Supermercado;;;Senff;Francisco Morato;SP;16/09/2025;Qualificação;;;;;;
5,16E+13;2025;Felipe;Prospecção Pura;Personalizado;7,42E+13;MERCADO PARQUE PAULISTA;8;;;;;;Supermercado;Supermercado;;;Senff;Sao Paulo;SP;16/09/2025;Qualificação;;;;;;
6,25E+13;2025;Felipe;Prospecção Pura;Personalizado;5,16E+13;SUPERMERCADO DOVALE;10;;;;;;Supermercado;Supermercado;;;Senff;Sao Paulo;SP;16/09/2025;Qualificação;;;;;;
1,07E+13;2025;Felipe;Prospecção Pura;Personalizado;6,25E+13;MERCADO GUALTIERI LTDA;7;;;;;;Supermercado;Supermercado;;;Senff;Juquitiba;SP;16/09/2025;Qualificação;;;;;;
7,18E+13;2025;Felipe;Prospecção Pura;Personalizado;1,07E+13;MERCADO J C BARNABES;6;;;;;;Supermercado;Supermercado;;;Senff;Ilhabela;SP;16/09/2025;Qualificação;;;;;;
4,36E+13;2025;Felipe;Prospecção Pura;Personalizado;7,18E+13;SUPERMERCADO COLINA;10;;;;;;Supermercado;Supermercado;;;Senff;Sao Paulo;SP;17/09/2025;Qualificação;;;;;;
2,35E+13;2025;Felipe;Prospecção Pura;Personalizado;4,36E+13;SUPERMERCADOS BERGAMINI;9;;;;;;Supermercado;Supermercado;;;Senff;Sao Paulo;SP;17/09/2025;Qualificação;;;;;;
2,55E+13;2025;Felipe;Prospecção Pura;Personalizado;2,35E+13;MERCADO SUMIMOTO LTDA;5;;;;;;Supermercado;Supermercado;;;Senff;Osasco;SP;17/09/2025;Qualificação;;;;;;
7,17E+13;2025;Felipe;Prospecção Pura;Personalizado;2,55E+13;EMPORIUM DA VILLA;8;;;;;;Supermercado;Supermercado;;;Senff;Osasco;SP;17/09/2025;Qualificação;;;;;;
3,10E+13;2025;Felipe;Prospecção Pura;Personalizado;7,17E+13;BIROS CALCADOS E CONFECCOES;4;;;;;;Supermercado;Supermercado;;;Senff;Salto;SP;17/09/2025;Qualificação;;;;;;
3,38E+13;2025;Felipe;Prospecção Pura;Personalizado;3,10E+13;SUPERMERCADO PIONEIRO SP;1;;;;;;Supermercado;Supermercado;;;Senff;Sao Paulo;SP;17/09/2025;Qualificação;;;;;;
5,34E+12;2025;Felipe;Prospecção Pura;Personalizado;3,38E+13;LOJAS ATUANTE;8;;;;;;Supermercado;Supermercado;;;Senff;Sao Paulo;SP;17/09/2025;Qualificação;;;;;;
4,72E+13;2025;Felipe;Prospecção Pura;Personalizado;5,34E+12;ESTRELA LOJAS;3;;;;;;Supermercado;Supermercado;;;Senff;Araras;SP;17/09/2025;Qualificação;;;;;;
6,23E+13;2025;Felipe;Prospecção Pura;Personalizado;4,72E+13;DENISE BATISTELLA VOLPE 02768952826;1;;;;;;Supermercado;Supermercado;;;Senff;Joanopolis;SP;17/09/2025;Qualificação;;;;;;
3,62E+13;2025;Felipe;Prospecção Pura;Personalizado;6,23E+13;SUPERMERCADO DONINI;4;;;;;;Supermercado;Supermercado;;;Senff;Ponta Porã;SP;17/09/2025;Qualificação;;;;;;
4,69E+13;2025;Rafael;Prospecção Pura;4ª Linha;3,62E+13;Sono Prime;1;300.000,00;;;300;;Móveis e eletro;Móveis e eletro;4,00%;4,50%;Brasil Card;#N/D;MS;06/08/2025;Implantado;;;;;;Agurdando material de marketing 
31.958.667/0001-25;2025;Rafael;Prospecção Pura;4ª Linha;31.958.667/0001-25;Supermercado Compre Mais;1;1.000.000,00;;;300;;Supermercado;Supermercado;1,9;2,1;Brasil Card;Dourados;MS;22/set;fechado;Fervendo;;;;;Aguardando documentação do lojista
08.030.363/0001-81;2025;Felipe;Prospecção Pura;Personalizado;08.030.363/0001-81;Nordestão Supermercados;18;;;;5000;;Supermercado;Supermercado;;;Tricard;Parnamirim;RN;11/09/2025;Negociação;Fervendo;;;;;
21.010.503/0001-18;2025;Felipe;Prospecção Pura;Personalizado;21.010.503/0001-18;Krill Supermercados;29;;;;;;Supermercado;Supermercado;;;DM Card;Praia Grande;SP;21/08/2025;Qualificação;;;;;;
03.657.950/0001-81;2025;Felipe;Prospecção Pura;Personalizado;03.657.950/0001-81;Rede Liroral Supermercados;31;;;;;;Supermercado;Supermercado;;;DM Card;São Vicente;SP;21/08/2025;Qualificação;;;;;;
33.386.660/0001-01;2025;Felipe;Prospecção Pura;Personalizado;33.386.660/0001-01;Mar Vermellho Atacado;2;;;;;;Supermercado;Supermercado;;;DM Card;Natal;RN;15/07/2025;Qualificação;;;;;;
05.959.479/0001-01;2025;Felipe;Prospecção Pura;Personalizado;05.959.479/0001-01;Supermercados Fvorito;6;;;;;;Supermercado;Supermercado;;;DM Card;Natal;RN;15/07/2025;Qualificação;;;;;;
04.447.190/0001-40;2025;Felipe;Prospecção Pura;Personalizado;04.447.190/0001-40;Rede Mais Supermercados;37;;;;;;Supermercado;Supermercado;;;DM Card;Natal;RN;15/07/2025;Qualificação;;;;;;
04.641.376/0001-36;2025;Felipe;Prospecção Pura;Personalizado;04.641.376/0001-36;Supermercados BH;328;;;;20000;;Supermercado;Supermercado;;;DM Card;Belo Horizonte;BH;17/09/2025;Qualificação;Morno;;;;;Aguardando o retorno da agenda solicitada
48.093.892/0001-49;2025;Felipe;Prospecção Pura;Personalizado;48.093.892/0001-49;Shibata Supermercados;31;;;;;;Supermercado;Supermercado;;;DM Card;São Jsé Dos Campos;SP;17/09/2025;Qualificação;;;;;;
00.203.057/0001-98;2025;Felipe;Prospecção Pura;Personalizado;00.203.057/0001-98;Supermercados Alabarce;5;;;;;;Supermercado;Supermercado;;;Tricard;Mogi Da Cruzes;SP;17/09/2025;Qualificação;;;;;;
43.283.811/0156-96;2025;Felipe;Prospecção Pura;Personalizado;43.283.811/0156-96;Kalunga;228;;;;;;Papelaria;Papelaria;;;Sem operação;São Paulo;SP;08/set;Qualificação;;;;;;
27.289.076/0001-35;2025;Rafael;Prospecção Pura;Personalizado;27.289.076/0001-35;Costa Atacadão;15;;;;;;Supermercado;Supermercado;;;DM card;Goianezia;GO;22/set;Qualificação;Frio;;;;;Sem contato com a administração
07.503.617/0009-26;2025;Rafael;Prospecção Pura;Personalizado;07.503.617/0009-26;Supermercado Vi;18;;;;;;Supermercado;Supermercado;;;DM card;Anápolis;GO;22/set;Qualificação;Frio;;;;;Sem contato com a administração
37.629.995/0001-64;2025;Rafael;Prospecção Pura;Personalizado;37.629.995/0001-64;Supermercado Pro Brazilian;7;;;;;;Supermercado;Supermercado;;;;Goiânia;GO;22/set;Prospecção;Frio;;;;;
27.895.447/0001-22;2025;Rafael;Prospecção Pura;Personalizado;27.895.447/0001-22;Supermercado Rede Store;13;;;;;;Supermercado;Supermercado;;;;Goiânia;GO;22/set;Prospecção;Frio;;;;;
37.630.118/0001-03;2025;Rafael;Prospecção Pura;Personalizado;37.630.118/0001-03;Campeão Supermercados;7;;;;;;Supermercado;Supermercado;;;;Rio Verde;GO;22/set;Prospecção;Frio;;;;;
00.148.007/0001-55;2025;Rafael;Prospecção Pura;Personalizado;00.148.007/0001-55;Hiper Moreira;6;;;;;;Supermercado;Supermercado;;;;Goiânia;GO;22/set;Prospecção;Frio;;;;;
09.473.933/0001-70;2025;Rafael;Prospecção Pura;Personalizado;09.473.933/0001-70;Grupo Costa de Supermercados;5;;;R$ 1.260.000,00;1500;1;Supermercado;Supermercado;1;1,2;DM card;Ribas Do Rio Pardo;MS;19/set;Negociação;Fervendo;;;;;Aguardando retorno do lojista após apresentação de novas condições da proposta sem meta e multa estabelecida
06.133.418/0001-53;2025;Rodrigo;Prospecção Pura;Personalizado;06.133.418/0001-53;MULTI MARCAS CONFECÇÕES LTDA - EPP;50;;;;;;Confecções;Condecção ;;;Bônus Cred;Campo Mourão;Pr;01/09/2025;Prospecção ;Morno;;;;;Estou aguardando uma data para a reunião de apresentação, mas a perspecitiva é que fique para o final deste mês. 
78.413.325/00001-93;2025;Maurício;Prospecção Pura;Personalizado;78.413.325/0001-93;SUPERMERCADO JACOMAR;20;;;;4000;;SUPEMERCADO;SUPERMERCADO;;;SENFF;CURITIBA;PR;23/09/2025;Negociação;Morno;;;;;Tivemos reunião com ogerente financeiro e o Silvio, agendamos uma nova conversa na próxima quinta-feira.
75.864.728/0001-60;2025;;;;;;4;;7%;;;;;;;;;;;;;;;;;;
76.929.157/0001-68;2025;Anne ;Lead ;Personalizado;76.929.157/0001-68;Acil;1;;;;;;Assoociação Comercial;Assoociação Comercial;;;;Londrina;PR;;Negociação;Quente;;;;;
01.110.262/0001-71;2025;Rafael;Prospecção Pura;Personalizado;01.110.262/0001-71;Loja América Jeans;21;;;;;;Confecção;Confecção;;;;Cuiabá;MT;;Prospecção;Frio;;;;;
02.333.194/0001-49;2025;Rafael;Prospecção Pura;Personalizado;02.333.194/0001-49;Loja Flamboyan;31;;;;;;Confecção;Confecção;;;;Cuiabá;MT;;Prospecção;Frio;;;;;
04.082.624/0001-56;2025;Rafael;Prospecção Pura;Personalizado;04.082.624/0001-56;Supemercado Irmão Gonçaves;23;;;;;;Supermercado;Supermercado;;;;Jaru;RO;;Prospecção;Frio;;;;;
00.877.761/0001-26;2025;Rafael;Prospecção Pura;Personalizado;00.877.761/0001-26;Supermercado Del Moro;13;;;;;;Supermercado;Supermercado;;;;Alta Floresta;MT;;Prospecção;Frio;;;;;
03.790.896/0002-29;2025;Rafael;Prospecção Pura;Personalizado;03.790.896/0002-29;Supermercado Machado;7;;;;;;Supermercado;Supermercado;;;;Sinop;MT;;Prospecção;Frio;;;;;
17.457.404/0001-34;2025;Rafael;Prospecção Pura;Personalizado;17.457.404/0001-34;Supermercado Dia a Dia;35;;;;;;Supermercado;Supermercado;;;;Distrito Federal;DF;;Prospecção;Frio;;;;;
46.062.122/0001-03;2025;Rafael;Prospecção Pura;Personalizado;46.062.122/0001-03;Supermercado Big Box;23;;;;;;Supermercado;Supermercado;;;;Brasilia;DF;;Prospecção;Frio;;;;;
09.414.506/0001-11;2025;Murilo;Lead ;Personalizado;09.414.506/0001-11;Rodocame;2;R$ 150.000.000,00;;;;;Distribuidor de Auto Peças Pesados;Auto Peças Pesados;4,5;5,5;Não Opera;Cascavel;PR;18/09/2025;Qualificação;Morno;;;;;"Conversado com um dos sócios, Carlos, e apresentado o formato de funcionamento do Cooper Bank. Apresentado as duas modalidades (4L e Personalizado). Carlos quer um produto Personalizado, para ter um diferencial na empresa, ""sair na frente dos concorrentes e inovar"" (conforme as palavras do Carlos). Por se tratar de um projeto diferente do usualmente feito aos lojistas, expliquei que há quantidade mínima de 3000 cartões nos primeiros 12 meses, com multa de R$ 21,00 por cartão não emitido em caso de não atingimento, valor de implantação de R$ 15.000,00 e necessidade de atuação muito forte, sob pena de descredenciamento. E que todos estes ítens constam no contrato de parceria. Além da taxa de 4,5% a vista e 5,5% CDC. Carlos aceitou todas estas condições, e disse que no planejamento dele, ele irá colocar a equipe comercial externa dele pra fazer as ações aos colaboradores dos clientes que ele atende. A Rodocame atende grandes transportadoras, com mais de 500 colaboradores, com possibilidade de atingir mais de 10.000 colaboradores. Também expliquei sobre a taxa de aprovação (25%) e que pra um projeto neste formato, preciso da aprovação do meu Diretor, pra ver a viabilidade do projeto, e se é possível. Após conversa com Silvio Domingues, irei retomar com o Carlos pra posicionar sobre continuidade ou não deste projeto."
08.008.661/0008-41;2025;Murilo;Prospecção Pura;Personalizado;08.008.661/0008-41;Agricer Supermercados;12;;;;;;Supermercado;Supermercado;;;Senff;Curitiba;PR;01/out;Prospecção;Frio;;;;;Buscando agendamento para identificação do lojista e possibilidade de apresentação da Cooper e Cooper Bank. Ligado em algumas lojas, mas não consegui o contato do responsável para tratar sobre cartões
;2025;Murilo;Prospecção Pura;Personalizado;;Grupo Mateus;273;;;;;;Atacado e Varejo;Supermercado;;;;Norte e Nordeste;;01/out;prospecção;Frio;;;;;Iniciando a prospecção, para achar um contato e agendar reunião com Silvio para apresentação da Cooper
08.355.527/0001-40;2025;Murilo;Prospecção Pura;Personalizado;08.355.527/0001-40;Supermercado Goes;9;;;;;;Supermercado;Supermercado;;;Senff;Curitiba;PR;01/out;prospecção;Frio;;;;;Iniciando a prospecção, tentativas de localizar o contato do responsável pela parte dos cartões, identificação do lojista
33.780.883/0001-59;2025;Rafael;Prospecção Pura;Personalizado;33.780.883/0001-59;Anita Calçados;35;;;;;;Calçados;Calçados;;;Crediário ;Campo Grande;MS;30/set;Qualificação;Frio;;;;;Em reunião com Gerente Regional Rodrigo o mesmo infomou que neste momento não tem interesse pois o crediário a inadimplência é baixa
06.894.586/0001-61;2025;Rafael;Prospecção Pura ;Personalizado;06.894.586/0001-61;Passaletti Calçados;20;;;;;;Calçados;Calçados;;;Crediário;Campo Grande;MS;01/out;Qualificação;Frio;;;;;Em reunião com o Gerente Regional Raphael foi apresentado o projeto personalizado e o mesmo vai apresentar a diretoria. Pediu para retornar contato em 20 dias.
